hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo	omn:EquivalentTo	rdfs:comment	dc:source
hed:HED_0012604	5	Supraliminal	hed:HED_0012586	relatedTag=Liminal, relatedTag=Subliminal	Situated above a sensory threshold that is perceptible or capable of eliciting a response.	hed:HED_0012586 and (hed:HED_0010105 some hed:HED_0012592) and (hed:HED_0010105 some hed:HED_0012603)			
hed:HED_0012605	5	Thick	hed:HED_0012586	relatedTag=Thin	Wide in width, extent or cross-section.	hed:HED_0012586 and (hed:HED_0010105 some hed:HED_0012606)			
hed:HED_0012606	5	Thin	hed:HED_0012586	relatedTag=Thick	Narrow in width, extent or cross-section.	hed:HED_0012586 and (hed:HED_0010105 some hed:HED_0012605)			
hed:HED_0012607	4	Categorical-location-value	hed:HED_0012550		Value indicating the location of something, primarily as an identifier rather than an expression of where the item is relative to something else.	hed:HED_0012550			
hed:HED_0012608	5	Anterior	hed:HED_0012607		Relating to an item on the front of an agent body (from the point of view of the agent) or on the front of an object from the point of view of an agent. This pertains to the identity of an agent or a thing.	hed:HED_0012607			
hed:HED_0012609	5	Lateral	hed:HED_0012607		Identifying the portion of an object away from the midline, particularly applied to the (anterior-posterior, superior-inferior) surface of a brain.	hed:HED_0012607			
hed:HED_0012610	5	Left	hed:HED_0012607		Relating to an item on the left side of an agent body (from the point of view of the agent) or the left side of an object from the point of view of an agent. This pertains to the identity of an agent or a thing, for example (Left, Hand) as an identifier for the left hand. HED spatial relations should be used for relative positions such as (Hand, (Left-side-of, Keyboard)), which denotes the hand placed on the left side of the keyboard, which could be either the identified left hand or right hand.	hed:HED_0012607			
hed:HED_0012611	5	Medial	hed:HED_0012607		Identifying the portion of an object towards the center, particularly applied to the (anterior-posterior, superior-inferior) surface of a brain.	hed:HED_0012607			
hed:HED_0012612	5	Posterior	hed:HED_0012607		Relating to an item on the back of an agent body (from the point of view of the agent) or on the back of an object from the point of view of an agent. This pertains to the identity of an agent or a thing.	hed:HED_0012607			
hed:HED_0012613	5	Right	hed:HED_0012607		Relating to an item on the right side of an agent body (from the point of view of the agent) or the right side of an object from the point of view of an agent. This pertains to the identity of an agent or a thing, for example (Right, Hand) as an identifier for the right hand. HED spatial relations should be used for relative positions such as (Hand, (Right-side-of, Keyboard)), which denotes the hand placed on the right side of the keyboard, which could be either the identified left hand or right hand.	hed:HED_0012607			
hed:HED_0012614	4	Categorical-orientation-value	hed:HED_0012550		Value indicating the orientation or direction of something.	hed:HED_0012550			
hed:HED_0012615	5	Backward	hed:HED_0012614	relatedTag=Forward	Directed behind or to the rear.	hed:HED_0012614 and (hed:HED_0010105 some hed:HED_0012617)			
hed:HED_0012616	5	Downward	hed:HED_0012614	relatedTag=Leftward, relatedTag=Rightward, relatedTag=Upward	Moving or leading toward a lower place or level.	hed:HED_0012614 and (hed:HED_0010105 some hed:HED_0012619) and (hed:HED_0010105 some hed:HED_0012621) and (hed:HED_0010105 some hed:HED_0012623)			
hed:HED_0012617	5	Forward	hed:HED_0012614	relatedTag=Backward	At or near or directed toward the front.	hed:HED_0012614 and (hed:HED_0010105 some hed:HED_0012615)			
hed:HED_0012618	5	Horizontally-oriented	hed:HED_0012614	relatedTag=Vertically-oriented	Oriented parallel to or in the plane of the horizon.	hed:HED_0012614 and (hed:HED_0010105 some hed:HED_0012624)			
hed:HED_0012619	5	Leftward	hed:HED_0012614	relatedTag=Downward, relatedTag=Rightward, relatedTag=Upward	Going toward or facing the left.	hed:HED_0012614 and (hed:HED_0010105 some hed:HED_0012616) and (hed:HED_0010105 some hed:HED_0012621) and (hed:HED_0010105 some hed:HED_0012623)			
hed:HED_0012620	5	Oblique	hed:HED_0012614	relatedTag=Rotated	Slanting or inclined in direction, course, or position that is neither parallel nor perpendicular nor right-angular.	hed:HED_0012614 and (hed:HED_0010105 some hed:HED_0012622)			
hed:HED_0012621	5	Rightward	hed:HED_0012614	relatedTag=Downward, relatedTag=Leftward, relatedTag=Upward	Going toward or situated on the right.	hed:HED_0012614 and (hed:HED_0010105 some hed:HED_0012616) and (hed:HED_0010105 some hed:HED_0012619) and (hed:HED_0010105 some hed:HED_0012623)			
hed:HED_0012622	5	Rotated	hed:HED_0012614		Positioned offset around an axis or center.	hed:HED_0012614			
hed:HED_0012623	5	Upward	hed:HED_0012614	relatedTag=Downward, relatedTag=Leftward, relatedTag=Rightward	Moving, pointing, or leading to a higher place, point, or level.	hed:HED_0012614 and (hed:HED_0010105 some hed:HED_0012616) and (hed:HED_0010105 some hed:HED_0012619) and (hed:HED_0010105 some hed:HED_0012621)			
hed:HED_0012624	5	Vertically-oriented	hed:HED_0012614	relatedTag=Horizontally-oriented	Oriented perpendicular to the plane of the horizon.	hed:HED_0012614 and (hed:HED_0010105 some hed:HED_0012618)			
hed:HED_0012625	3	Physical-value	hed:HED_0012549		The value of some physical property of something.	hed:HED_0012549			
hed:HED_0012626	4	Temperature	hed:HED_0012625		A measure of hot or cold based on the average kinetic energy of the atoms or molecules in the system.	hed:HED_0012625			
hed:HED_0012627	5	Temperature-#	hed:HED_0012626	takesValue, valueClass=numericClass, unitClass=temperatureUnits		hed:HED_0012626 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011512)			
hed:HED_0012628	4	Weight	hed:HED_0012625		The relative mass or the quantity of matter contained by something.	hed:HED_0012625			
hed:HED_0012629	5	Weight-#	hed:HED_0012628	takesValue, valueClass=numericClass, unitClass=weightUnits		hed:HED_0012628 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011515)			
hed:HED_0012630	3	Quantitative-value	hed:HED_0012549		Something capable of being estimated or expressed with numeric values.	hed:HED_0012549			
hed:HED_0012631	4	Fraction	hed:HED_0012630		A numerical value between 0 and 1.	hed:HED_0012630			
hed:HED_0012632	5	Fraction-#	hed:HED_0012631	takesValue, valueClass=numericClass		hed:HED_0012631 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012633	4	Item-count	hed:HED_0012630		The integer count of something which is usually grouped with the entity it is counting. (Item-count/3, A) indicates that 3 of A have occurred up to this point.	hed:HED_0012630			
hed:HED_0012634	5	Item-count-#	hed:HED_0012633	takesValue, valueClass=numericClass		hed:HED_0012633 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012635	4	Item-index	hed:HED_0012630		The index of an item in a collection, sequence or other structure. (A (Item-index/3, B)) means that A is item number 3 in B.	hed:HED_0012630			
hed:HED_0012636	5	Item-index-#	hed:HED_0012635	takesValue, valueClass=numericClass		hed:HED_0012635 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012637	4	Item-interval	hed:HED_0012630		An integer indicating how many items or entities have passed since the last one of these. An item interval of 0 indicates the current item.	hed:HED_0012630			
hed:HED_0012638	5	Item-interval-#	hed:HED_0012637	takesValue, valueClass=numericClass		hed:HED_0012637 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012639	4	Percentage	hed:HED_0012630		A fraction or ratio with 100 understood as the denominator.	hed:HED_0012630			
hed:HED_0012640	5	Percentage-#	hed:HED_0012639	takesValue, valueClass=numericClass		hed:HED_0012639 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012641	4	Ratio	hed:HED_0012630		A quotient of quantities of the same kind for different components within the same system.	hed:HED_0012630			
hed:HED_0012642	5	Ratio-#	hed:HED_0012641	takesValue, valueClass=numericClass		hed:HED_0012641 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012643	3	Spatiotemporal-value	hed:HED_0012549		A property relating to space and/or time.	hed:HED_0012549			
hed:HED_0012644	4	Rate-of-change	hed:HED_0012643		The amount of change accumulated per unit time.	hed:HED_0012643			
hed:HED_0012645	5	Acceleration	hed:HED_0012644		Magnitude of the rate of change in either speed or direction. The direction of change should be given separately.	hed:HED_0012644			
hed:HED_0012646	6	Acceleration-#	hed:HED_0012645	takesValue, valueClass=numericClass, unitClass=accelerationUnits		hed:HED_0012645 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011500)			
hed:HED_0012647	5	Frequency	hed:HED_0012644		Frequency is the number of occurrences of a repeating event per unit time.	hed:HED_0012644			
hed:HED_0012648	6	Frequency-#	hed:HED_0012647	takesValue, valueClass=numericClass, unitClass=frequencyUnits		hed:HED_0012647 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011505)			
hed:HED_0012649	5	Jerk-rate	hed:HED_0012644		Magnitude of the rate at which the acceleration of an object changes with respect to time. The direction of change should be given separately.	hed:HED_0012644			
hed:HED_0012650	6	Jerk-rate-#	hed:HED_0012649	takesValue, valueClass=numericClass, unitClass=jerkUnits		hed:HED_0012649 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011507)			
hed:HED_0012651	5	Refresh-rate	hed:HED_0012644		The frequency with which the image on a computer monitor or similar electronic display screen is refreshed, usually expressed in hertz.	hed:HED_0012644			
hed:HED_0012652	6	Refresh-rate-#	hed:HED_0012651	takesValue, valueClass=numericClass		hed:HED_0012651 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012653	5	Sampling-rate	hed:HED_0012644		The number of digital samples taken or recorded per unit of time.	hed:HED_0012644			
hed:HED_0012654	6	Sampling-rate-#	hed:HED_0012653	takesValue, unitClass=frequencyUnits		hed:HED_0012653 and (hed:HED_0010503 value true) and (hed:HED_0010107 some hed:HED_0011505)			
hed:HED_0012655	5	Speed	hed:HED_0012644		A scalar measure of the rate of movement of the object expressed either as the distance travelled divided by the time taken (average speed) or the rate of change of position with respect to time at a particular point (instantaneous speed). The direction of change should be given separately.	hed:HED_0012644			
hed:HED_0012656	6	Speed-#	hed:HED_0012655	takesValue, valueClass=numericClass, unitClass=speedUnits		hed:HED_0012655 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011511)			
hed:HED_0012657	5	Temporal-rate	hed:HED_0012644		The number of items per unit of time.	hed:HED_0012644			
hed:HED_0012658	6	Temporal-rate-#	hed:HED_0012657	takesValue, valueClass=numericClass, unitClass=frequencyUnits		hed:HED_0012657 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011505)			
hed:HED_0012659	4	Spatial-value	hed:HED_0012643		Value of an item involving space.	hed:HED_0012643			
hed:HED_0012660	5	Angle	hed:HED_0012659		The amount of inclination of one line to another or the plane of one object to another.	hed:HED_0012659			
hed:HED_0012661	6	Angle-#	hed:HED_0012660	takesValue, unitClass=angleUnits, valueClass=numericClass		hed:HED_0012660 and (hed:HED_0010503 value true) and (hed:HED_0010107 some hed:HED_0011501) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012662	5	Distance	hed:HED_0012659		A measure of the space separating two objects or points.	hed:HED_0012659			
hed:HED_0012663	6	Distance-#	hed:HED_0012662	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012662 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012664	5	Position	hed:HED_0012659		A reference to the alignment of an object, a particular situation or view of a situation, or the location of an object. Coordinates with respect a specified frame of reference or the default Screen-frame if no frame is given.	hed:HED_0012659			
hed:HED_0012665	6	X-position	hed:HED_0012664		The position along the x-axis of the frame of reference.	hed:HED_0012664			
hed:HED_0012666	7	X-position-#	hed:HED_0012665	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012665 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012667	6	Y-position	hed:HED_0012664		The position along the y-axis of the frame of reference.	hed:HED_0012664			
hed:HED_0012668	7	Y-position-#	hed:HED_0012667	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012667 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012669	6	Z-position	hed:HED_0012664		The position along the z-axis of the frame of reference.	hed:HED_0012664			
hed:HED_0012670	7	Z-position-#	hed:HED_0012669	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012669 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012671	5	Size	hed:HED_0012659		The physical magnitude of something.	hed:HED_0012659			
hed:HED_0012672	6	Area	hed:HED_0012671		The extent of a 2-dimensional surface enclosed within a boundary.	hed:HED_0012671			
hed:HED_0012673	7	Area-#	hed:HED_0012672	takesValue, valueClass=numericClass, unitClass=areaUnits		hed:HED_0012672 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011502)			
hed:HED_0012674	6	Depth	hed:HED_0012671		The distance from the surface of something especially from the perspective of looking from the front.	hed:HED_0012671			
hed:HED_0012675	7	Depth-#	hed:HED_0012674	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012674 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012676	6	Height	hed:HED_0012671		The vertical measurement or distance from the base to the top of an object.	hed:HED_0012671			
hed:HED_0012677	7	Height-#	hed:HED_0012676	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012676 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012678	6	Length	hed:HED_0012671		The linear extent in space from one end of something to the other end, or the extent of something from beginning to end.	hed:HED_0012671			
hed:HED_0012679	7	Length-#	hed:HED_0012678	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012678 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012680	6	Perimeter	hed:HED_0012671		The minimum length of paths enclosing a 2D shape.	hed:HED_0012671			
hed:HED_0012681	7	Perimeter-#	hed:HED_0012680	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012680 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012682	6	Radius	hed:HED_0012671		The distance of the line from the center of a circle or a sphere to its perimeter or outer surface, respectively.	hed:HED_0012671			
hed:HED_0012683	7	Radius-#	hed:HED_0012682	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012682 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012684	6	Volume	hed:HED_0012671		The amount of three dimensional space occupied by an object or the capacity of a space or container.	hed:HED_0012671			
hed:HED_0012685	7	Volume-#	hed:HED_0012684	takesValue, valueClass=numericClass, unitClass=volumeUnits		hed:HED_0012684 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011514)			
hed:HED_0012686	6	Width	hed:HED_0012671		The extent or measurement of something from side to side.	hed:HED_0012671			
hed:HED_0012687	7	Width-#	hed:HED_0012686	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits		hed:HED_0012686 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011510)			
hed:HED_0012688	4	Temporal-value	hed:HED_0012643		A characteristic of or relating to time or limited by time.	hed:HED_0012643			
hed:HED_0012689	5	Delay	hed:HED_0012688	topLevelTagGroup, reserved, relatedTag=Duration	The time at which an event start time is delayed from the current onset time. This tag defines the start time of an event of temporal extent and may be used with the Duration tag.	hed:HED_0012688 and (hed:HED_0010315 value true) and (hed:HED_0010310 value true) and (hed:HED_0010105 some hed:HED_0012691)			
hed:HED_0012690	6	Delay-#	hed:HED_0012689	takesValue, valueClass=numericClass, unitClass=timeUnits		hed:HED_0012689 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011513)			
hed:HED_0012691	5	Duration	hed:HED_0012688	topLevelTagGroup, reserved, relatedTag=Delay	The period of time during which an event occurs. This tag defines the end time of an event of temporal extent and may be used with the Delay tag.	hed:HED_0012688 and (hed:HED_0010315 value true) and (hed:HED_0010310 value true) and (hed:HED_0010105 some hed:HED_0012689)			
hed:HED_0012692	6	Duration-#	hed:HED_0012691	takesValue, valueClass=numericClass, unitClass=timeUnits		hed:HED_0012691 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011513)			
hed:HED_0012693	5	Time-interval	hed:HED_0012688		The period of time separating two instances, events, or occurrences.	hed:HED_0012688			
hed:HED_0012694	6	Time-interval-#	hed:HED_0012693	takesValue, valueClass=numericClass, unitClass=timeUnits		hed:HED_0012693 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011513)			
hed:HED_0012695	5	Time-value	hed:HED_0012688		A value with units of time. Usually grouped with tags identifying what the value represents.	hed:HED_0012688			
hed:HED_0012696	6	Time-value-#	hed:HED_0012695	takesValue, valueClass=numericClass, unitClass=timeUnits		hed:HED_0012695 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303) and (hed:HED_0010107 some hed:HED_0011513)			
hed:HED_0012697	3	Statistical-value	hed:HED_0012549	extensionAllowed	A value based on or employing the principles of statistics.	hed:HED_0012549 and (hed:HED_0010307 value true)			
hed:HED_0012698	4	Data-maximum	hed:HED_0012697		The largest possible quantity or degree.	hed:HED_0012697			
hed:HED_0012699	5	Data-maximum-#	hed:HED_0012698	takesValue, valueClass=numericClass		hed:HED_0012698 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012700	4	Data-mean	hed:HED_0012697		The sum of a set of values divided by the number of values in the set.	hed:HED_0012697			
hed:HED_0012701	5	Data-mean-#	hed:HED_0012700	takesValue, valueClass=numericClass		hed:HED_0012700 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012702	4	Data-median	hed:HED_0012697		The value which has an equal number of values greater and less than it.	hed:HED_0012697			
hed:HED_0012703	5	Data-median-#	hed:HED_0012702	takesValue, valueClass=numericClass		hed:HED_0012702 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012704	4	Data-minimum	hed:HED_0012697		The smallest possible quantity.	hed:HED_0012697			
hed:HED_0012705	5	Data-minimum-#	hed:HED_0012704	takesValue, valueClass=numericClass		hed:HED_0012704 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012706	4	Probability	hed:HED_0012697		A measure of the expectation of the occurrence of a particular event.	hed:HED_0012697			
hed:HED_0012707	5	Probability-#	hed:HED_0012706	takesValue, valueClass=numericClass		hed:HED_0012706 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012708	4	Standard-deviation	hed:HED_0012697		A measure of the range of values in a set of numbers. Standard deviation is a statistic used as a measure of the dispersion or variation in a distribution, equal to the square root of the arithmetic mean of the squares of the deviations from the arithmetic mean.	hed:HED_0012697			
hed:HED_0012709	5	Standard-deviation-#	hed:HED_0012708	takesValue, valueClass=numericClass		hed:HED_0012708 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012710	4	Statistical-accuracy	hed:HED_0012697		A measure of closeness to true value expressed as a number between 0 and 1.	hed:HED_0012697			
hed:HED_0012711	5	Statistical-accuracy-#	hed:HED_0012710	takesValue, valueClass=numericClass		hed:HED_0012710 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012712	4	Statistical-precision	hed:HED_0012697		A quantitative representation of the degree of accuracy necessary for or associated with a particular action.	hed:HED_0012697			
hed:HED_0012713	5	Statistical-precision-#	hed:HED_0012712	takesValue, valueClass=numericClass		hed:HED_0012712 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012714	4	Statistical-recall	hed:HED_0012697		Sensitivity is a measurement datum qualifying a binary classification test and is computed by subtracting the false negative rate to the integral numeral 1.	hed:HED_0012697			
hed:HED_0012715	5	Statistical-recall-#	hed:HED_0012714	takesValue, valueClass=numericClass		hed:HED_0012714 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012716	4	Statistical-uncertainty	hed:HED_0012697		A measure of the inherent variability of repeated observation measurements of a quantity including quantities evaluated by statistical methods and by other means.	hed:HED_0012697			
hed:HED_0012717	5	Statistical-uncertainty-#	hed:HED_0012716	takesValue, valueClass=numericClass		hed:HED_0012716 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0012718	2	Data-variability-attribute	hed:HED_0012492		An attribute describing how something changes or varies.	hed:HED_0012492			
hed:HED_0012719	3	Abrupt	hed:HED_0012718		Marked by sudden change.	hed:HED_0012718			
hed:HED_0012720	3	Constant	hed:HED_0012718		Continually recurring or continuing without interruption. Not changing in time or space.	hed:HED_0012718			
hed:HED_0012721	3	Continuous	hed:HED_0012718	relatedTag=Discrete, relatedTag=Discontinuous	Uninterrupted in time, sequence, substance, or extent.	hed:HED_0012718 and (hed:HED_0010105 some hed:HED_0012725) and (hed:HED_0010105 some hed:HED_0012724)			
hed:HED_0012722	3	Decreasing	hed:HED_0012718	relatedTag=Increasing	Becoming smaller or fewer in size, amount, intensity, or degree.	hed:HED_0012718 and (hed:HED_0010105 some hed:HED_0012730)			
hed:HED_0012723	3	Deterministic	hed:HED_0012718	relatedTag=Random, relatedTag=Stochastic	No randomness is involved in the development of the future states of the element.	hed:HED_0012718 and (hed:HED_0010105 some hed:HED_0012731) and (hed:HED_0010105 some hed:HED_0012733)			
hed:HED_0012724	3	Discontinuous	hed:HED_0012718	relatedTag=Continuous	Having a gap in time, sequence, substance, or extent.	hed:HED_0012718 and (hed:HED_0010105 some hed:HED_0012721)			
hed:HED_0012725	3	Discrete	hed:HED_0012718	relatedTag=Continuous, relatedTag=Discontinuous	Constituting a separate entities or parts.	hed:HED_0012718 and (hed:HED_0010105 some hed:HED_0012721) and (hed:HED_0010105 some hed:HED_0012724)			
hed:HED_0012726	3	Estimated-value	hed:HED_0012718		Something that has been calculated or measured approximately.	hed:HED_0012718			
hed:HED_0012727	3	Exact-value	hed:HED_0012718		A value that is viewed to the true value according to some standard.	hed:HED_0012718			
hed:HED_0012728	3	Flickering	hed:HED_0012718		Moving irregularly or unsteadily or burning or shining fitfully or with a fluctuating light.	hed:HED_0012718			
hed:HED_0012729	3	Fractal	hed:HED_0012718		Having extremely irregular curves or shapes for which any suitably chosen part is similar in shape to a given larger or smaller part when magnified or reduced to the same size.	hed:HED_0012718			
hed:HED_0012730	3	Increasing	hed:HED_0012718	relatedTag=Decreasing	Becoming greater in size, amount, or degree.	hed:HED_0012718 and (hed:HED_0010105 some hed:HED_0012722)			
hed:HED_0012731	3	Random	hed:HED_0012718	relatedTag=Deterministic, relatedTag=Stochastic	Governed by or depending on chance. Lacking any definite plan or order or purpose.	hed:HED_0012718 and (hed:HED_0010105 some hed:HED_0012723) and (hed:HED_0010105 some hed:HED_0012733)			
hed:HED_0012732	3	Repetitive	hed:HED_0012718		A recurring action that is often non-purposeful.	hed:HED_0012718			
hed:HED_0012733	3	Stochastic	hed:HED_0012718	relatedTag=Deterministic, relatedTag=Random	Uses  a random probability distribution or pattern that may be analysed statistically but may not be predicted precisely to determine future states.	hed:HED_0012718 and (hed:HED_0010105 some hed:HED_0012723) and (hed:HED_0010105 some hed:HED_0012731)			
hed:HED_0012734	3	Varying	hed:HED_0012718		Differing in size, amount, degree, or nature.	hed:HED_0012718			
hed:HED_0012735	1	Environmental-property	hed:HED_0012412		Relating to or arising from the surroundings of an agent.	hed:HED_0012412			
hed:HED_0012736	2	Augmented-reality	hed:HED_0012735		Using technology that enhances real-world experiences with computer-derived digital overlays to change some aspects of perception of the natural environment. The digital content is shown to the user through a smart device or glasses and responds to changes in the environment.	hed:HED_0012735			
hed:HED_0012737	2	Indoors	hed:HED_0012735		Located inside a building or enclosure.	hed:HED_0012735			
hed:HED_0012738	2	Motion-platform	hed:HED_0012735		A mechanism that creates the feelings of being in a real motion environment.	hed:HED_0012735			
hed:HED_0012739	2	Outdoors	hed:HED_0012735		Any area outside a building or shelter.	hed:HED_0012735			
hed:HED_0012740	2	Real-world	hed:HED_0012735		Located in a place that exists in real space and time under realistic conditions.	hed:HED_0012735			
hed:HED_0012741	2	Rural	hed:HED_0012735		Of or pertaining to the country as opposed to the city.	hed:HED_0012735			
hed:HED_0012742	2	Terrain	hed:HED_0012735		Characterization of the physical features of a tract of land.	hed:HED_0012735			
hed:HED_0012743	3	Composite-terrain	hed:HED_0012742		Tracts of land characterized by a mixture of physical features.	hed:HED_0012742			
hed:HED_0012744	3	Dirt-terrain	hed:HED_0012742		Tracts of land characterized by a soil surface and lack of vegetation.	hed:HED_0012742			
hed:HED_0012745	3	Grassy-terrain	hed:HED_0012742		Tracts of land covered by grass.	hed:HED_0012742			
hed:HED_0012746	3	Gravel-terrain	hed:HED_0012742		Tracts of land covered by a surface consisting a loose aggregation of small water-worn or pounded stones.	hed:HED_0012742			
hed:HED_0012747	3	Leaf-covered-terrain	hed:HED_0012742		Tracts of land covered by leaves and composited organic material.	hed:HED_0012742			
hed:HED_0012748	3	Muddy-terrain	hed:HED_0012742		Tracts of land covered by a liquid or semi-liquid mixture of water and some combination of soil, silt, and clay.	hed:HED_0012742			
hed:HED_0012749	3	Paved-terrain	hed:HED_0012742		Tracts of land covered  with concrete, asphalt, stones, or bricks.	hed:HED_0012742			
hed:HED_0012750	3	Rocky-terrain	hed:HED_0012742		Tracts of land consisting or full of rock or rocks.	hed:HED_0012742			
hed:HED_0012751	3	Sloped-terrain	hed:HED_0012742		Tracts of land arranged in a sloping  or inclined position.	hed:HED_0012742			
hed:HED_0012752	3	Uneven-terrain	hed:HED_0012742		Tracts of land that are not level, smooth, or regular.	hed:HED_0012742			
hed:HED_0012753	2	Urban	hed:HED_0012735		Relating to, located in, or characteristic of a city or densely populated area.	hed:HED_0012735			
hed:HED_0012754	2	Virtual-world	hed:HED_0012735		Using technology that creates immersive, computer-generated experiences that a person can interact with and navigate through. The digital content is generally delivered to the user through some type of headset and responds to changes in head position or through interaction with other types of sensors. Existing in a virtual setting such as a simulation or game environment.	hed:HED_0012735			
hed:HED_0012755	1	Informational-property	hed:HED_0012412	extensionAllowed	Something that pertains to a task.	hed:HED_0012412 and (hed:HED_0010307 value true)			
hed:HED_0012756	2	Description	hed:HED_0012755		An explanation of what the tag group it is in means. If the description is at the top-level of an event string, the description applies to the event.	hed:HED_0012755			
hed:HED_0012757	3	Description-#	hed:HED_0012756	takesValue, valueClass=textClass		hed:HED_0012756 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011305)			
