hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	omn:EquivalentTo	rdfs:comment	dc:source
HED_0012471	3	Experiment-participant	Agent-task-role	hedId=HED_0012471	Someone who takes part in an activity related to an experiment.			
HED_0012472	3	Experimenter	Agent-task-role	hedId=HED_0012472	Person who is the owner of the experiment and has its responsibility.			
HED_0012473	2	Agent-trait	Agent-property	hedId=HED_0012473	A genetically, environmentally, or socially determined characteristic of an agent.			
HED_0012474	3	Age	Agent-trait	hedId=HED_0012474	Length of time elapsed time since birth of the agent.			
HED_0012475	4	Age-#	Age	takesValue, valueClass=numericClass, hedId=HED_0012475				
HED_0012476	3	Agent-experience-level	Agent-trait	hedId=HED_0012476	Amount of skill or knowledge that the agent has as pertains to the task.			
HED_0012477	4	Expert-level	Agent-experience-level	relatedTag=Intermediate-experience-level, relatedTag=Novice-level, hedId=HED_0012477	Having comprehensive and authoritative knowledge of or skill in a particular area related to the task.			
HED_0012478	4	Intermediate-experience-level	Agent-experience-level	relatedTag=Expert-level, relatedTag=Novice-level, hedId=HED_0012478	Having a moderate amount of knowledge or skill related to the task.			
HED_0012479	4	Novice-level	Agent-experience-level	relatedTag=Expert-level, relatedTag=Intermediate-experience-level, hedId=HED_0012479	Being inexperienced in a field or situation related to the task.			
HED_0012480	3	Ethnicity	Agent-trait	hedId=HED_0012480	Belong to a social group that has a common national or cultural tradition. Use with Label to avoid extension.			
HED_0012481	3	Gender	Agent-trait	hedId=HED_0012481	Characteristics that are socially constructed, including norms, behaviors, and roles based on sex.			
HED_0012482	3	Handedness	Agent-trait	hedId=HED_0012482	Individual preference for use of a hand, known as the dominant hand.			
HED_0012483	4	Ambidextrous	Handedness	hedId=HED_0012483	Having no overall dominance in the use of right or left hand or foot in the performance of tasks that require one hand or foot.			
HED_0012484	4	Left-handed	Handedness	hedId=HED_0012484	Preference for using the left hand or foot for tasks requiring the use of a single hand or foot.			
HED_0012485	4	Right-handed	Handedness	hedId=HED_0012485	Preference for using the right hand or foot for tasks requiring the use of a single hand or foot.			
HED_0012486	3	Race	Agent-trait	hedId=HED_0012486	Belonging to a group sharing physical or social qualities as defined within a specified society. Use with Label to avoid extension.			
HED_0012487	3	Sex	Agent-trait	hedId=HED_0012487	Physical properties or qualities by which male is distinguished from female.			
HED_0012488	4	Female	Sex	hedId=HED_0012488	Biological sex of an individual with female sexual organs such ova.			
HED_0012489	4	Intersex	Sex	hedId=HED_0012489	Having genitalia and/or secondary sexual characteristics of indeterminate sex.			
HED_0012490	4	Male	Sex	hedId=HED_0012490	Biological sex of an individual with male sexual organs producing sperm.			
HED_0012491	4	Other-sex	Sex	hedId=HED_0012491	A non-specific designation of sexual traits.			
HED_0012492	1	Data-property	Property	extensionAllowed, hedId=HED_0012492	Something that pertains to data or information.			
HED_0012493	2	Data-artifact	Data-property	hedId=HED_0012493	An anomalous, interfering, or distorting signal originating from a source other than the item being studied.			
HED_0012494	3	Biological-artifact	Data-artifact	hedId=HED_0012494	A data artifact arising from a biological entity being measured.			
HED_0012495	4	Chewing-artifact	Biological-artifact	hedId=HED_0012495	Artifact from moving the jaw in a chewing motion.			
HED_0012496	4	ECG-artifact	Biological-artifact	hedId=HED_0012496	An electrical artifact from the far-field potential from pulsation of the heart, timelocked to QRS complex.			
HED_0012497	4	EMG-artifact	Biological-artifact	hedId=HED_0012497	Artifact from muscle activity and myogenic potentials at the measurements site. In EEG, myogenic potentials are the most common artifacts. Frontalis and temporalis muscles (e.g. clenching of jaw muscles) are common causes. Generally, the potentials generated in the muscles are of shorter duration than those generated in the brain. The frequency components are usually beyond 30-50 Hz, and the bursts are arrhythmic.			
HED_0012498	4	Eye-artifact	Biological-artifact	hedId=HED_0012498	Occular movements and blinks can result in artifacts in different types of data. In electrophysiology data, these can result transients and offsets the signal.			
HED_0012499	5	Eye-blink-artifact	Eye-artifact	hedId=HED_0012499	Artifact from eye blinking. In EEG, Fp1/Fp2 electrodes become electropositive with eye closure because the cornea is positively charged causing a negative deflection in Fp1/Fp2. If the eye blink is unilateral, consider prosthetic eye.			
HED_0012500	5	Eye-movement-artifact	Eye-artifact	hedId=HED_0012500	Eye movements can cause artifacts on recordings. The charge of the eye can especially cause artifacts in electrophysiology data.			
HED_0012501	6	Horizontal-eye-movement-artifact	Eye-movement-artifact	hedId=HED_0012501	Artifact from moving eyes left-to-right and right-to-left. In EEG, there is an upward deflection in the Fp2-F8 derivation, when the eyes move to the right side. In this case F8 becomes more positive and therefore. When the eyes move to the left, F7 becomes more positive and there is an upward deflection in the Fp1-F7 derivation.			
HED_0012502	6	Nystagmus-artifact	Eye-movement-artifact	hedId=HED_0012502	Artifact from nystagmus (a vision condition in which the eyes make repetitive, uncontrolled movements).			
HED_0012503	6	Slow-eye-movement-artifact	Eye-movement-artifact	hedId=HED_0012503	Artifacts originating from slow, rolling eye-movements, seen during drowsiness.			
HED_0012504	6	Vertical-eye-movement-artifact	Eye-movement-artifact	hedId=HED_0012504	Artifact from moving eyes up and down. In EEG, this causes positive potentials (50-100 micro V) with bi-frontal distribution, maximum at Fp1 and Fp2, when the eyeball rotated upward. The downward rotation of the eyeball was associated with the negative deflection. The time course of the deflections is similar to the time course of the eyeball movement.			
HED_0012505	4	Movement-artifact	Biological-artifact	hedId=HED_0012505	Artifact in the measured data generated by motion of the subject.			
HED_0012506	4	Pulse-artifact	Biological-artifact	hedId=HED_0012506	A mechanical artifact from a pulsating blood vessel near a measurement site, cardiobalistic artfact.			
HED_0012507	4	Respiration-artifact	Biological-artifact	hedId=HED_0012507	Artifact from breathing.			
HED_0012508	4	Rocking-patting-artifact	Biological-artifact	hedId=HED_0012508	Quasi-rhythmical artifacts in recordings most commonly seen in infants. Typically caused by a caregiver rocking or patting the infant.			
HED_0012509	4	Sucking-artifact	Biological-artifact	hedId=HED_0012509	Artifact from sucking, typically seen in very young cases.			
HED_0012510	4	Sweat-artifact	Biological-artifact	hedId=HED_0012510	Artifact from sweating. In EEG, this is a low amplitude undulating waveform that is usually greater than 2 seconds and may appear to be an unstable baseline.			
HED_0012511	4	Tongue-movement-artifact	Biological-artifact	hedId=HED_0012511	Artifact from tongue movement (Glossokinetic). The tongue functions as a dipole, with the tip negative with respect to the base. In EEG, the artifact produced by the tongue has a broad potential field that drops from frontal to occipital areas, although it is less steep than that produced by eye movement artifacts. The amplitude of the potentials is greater inferiorly than in parasagittal regions; the frequency is variable but usually in the delta range. Chewing and sucking can produce similar artifacts.			
HED_0012512	3	Nonbiological-artifact	Data-artifact	hedId=HED_0012512	A data artifact arising from a non-biological source.			
HED_0012513	4	Artificial-ventilation-artifact	Nonbiological-artifact	hedId=HED_0012513	Artifact steming from mechanical ventilation. These can occur at the same rate as teh ventilator, but also have other patterns.			
HED_0012514	4	Dialysis-artifact	Nonbiological-artifact	hedId=HED_0012514	Artifacts seen in recordings during continuous renal replacement therapy (dialysis).			
HED_0012515	4	Electrode-movement-artifact	Nonbiological-artifact	hedId=HED_0012515	Artifact from electrode movement.			
HED_0012516	4	Electrode-pops-artifact	Nonbiological-artifact	hedId=HED_0012516	Brief artifact with a steep rise and slow fall of an electrophysiological signal, most often caused by a loose electrode.			
HED_0012517	4	Induction-artifact	Nonbiological-artifact	hedId=HED_0012517	Artifacts induced by nearby equipment. In EEG, these are usually of high frequency.			
HED_0012518	4	Line-noise-artifact	Nonbiological-artifact	hedId=HED_0012518	Power line noise at 50 Hz or 60 Hz.			
HED_0012519	5	Line-noise-artifact-#	Line-noise-artifact	takesValue, valueClass=numericClass, unitClass=frequencyUnits, hedId=HED_0012519				
HED_0012520	4	Salt-bridge-artifact	Nonbiological-artifact	hedId=HED_0012520	Artifact from salt-bridge between EEG electrodes.			
HED_0012521	2	Data-marker	Data-property	hedId=HED_0012521	An indicator placed to mark something.			
HED_0012522	3	Data-break-marker	Data-marker	hedId=HED_0012522	An indicator place to indicate a gap in the data.			
HED_0012523	3	Temporal-marker	Data-marker	hedId=HED_0012523	An indicator placed at a particular time in the data.			
HED_0012524	4	Inset	Temporal-marker	topLevelTagGroup, reserved, relatedTag=Onset, relatedTag=Offset, hedId=HED_0012524	Marks an intermediate point in an ongoing event of temporal extent.			
HED_0012525	4	Offset	Temporal-marker	topLevelTagGroup, reserved, relatedTag=Onset, relatedTag=Inset, hedId=HED_0012525	Marks the end of an event of temporal extent.			
HED_0012526	4	Onset	Temporal-marker	topLevelTagGroup, reserved, relatedTag=Inset, relatedTag=Offset, hedId=HED_0012526	Marks the start of an ongoing event of temporal extent.			
HED_0012527	4	Pause	Temporal-marker	hedId=HED_0012527	Indicates the temporary interruption of  the operation a process and subsequently wait for a signal to continue.			
HED_0012528	4	Time-out	Temporal-marker	hedId=HED_0012528	A cancellation or cessation that automatically occurs when a predefined interval of time has passed without a certain event occurring.			
HED_0012529	4	Time-sync	Temporal-marker	hedId=HED_0012529	A synchronization signal whose purpose to help synchronize different signals or processes. Often used to indicate a marker inserted into the recorded data to allow post hoc synchronization of concurrently recorded data streams.			
HED_0012530	2	Data-resolution	Data-property	hedId=HED_0012530	Smallest change in a quality being measured by an sensor that causes a perceptible change.			
HED_0012531	3	Printer-resolution	Data-resolution	hedId=HED_0012531	Resolution of a printer, usually expressed as the number of dots-per-inch for a printer.			
HED_0012532	4	Printer-resolution-#	Printer-resolution	takesValue, valueClass=numericClass, hedId=HED_0012532				
HED_0012533	3	Screen-resolution	Data-resolution	hedId=HED_0012533	Resolution of a screen, usually expressed as the of pixels in a dimension for a digital display device.			
HED_0012534	4	Screen-resolution-#	Screen-resolution	takesValue, valueClass=numericClass, hedId=HED_0012534				
HED_0012535	3	Sensory-resolution	Data-resolution	hedId=HED_0012535	Resolution of measurements by a sensing device.			
HED_0012536	4	Sensory-resolution-#	Sensory-resolution	takesValue, valueClass=numericClass, hedId=HED_0012536				
HED_0012537	3	Spatial-resolution	Data-resolution	hedId=HED_0012537	Linear spacing of a spatial measurement.			
HED_0012538	4	Spatial-resolution-#	Spatial-resolution	takesValue, valueClass=numericClass, hedId=HED_0012538				
HED_0012539	3	Spectral-resolution	Data-resolution	hedId=HED_0012539	Measures the ability of a sensor to  resolve features in the electromagnetic spectrum.			
HED_0012540	4	Spectral-resolution-#	Spectral-resolution	takesValue, valueClass=numericClass, hedId=HED_0012540				
HED_0012541	3	Temporal-resolution	Data-resolution	hedId=HED_0012541	Measures the ability of a sensor to  resolve features in time.			
HED_0012542	4	Temporal-resolution-#	Temporal-resolution	takesValue, valueClass=numericClass, hedId=HED_0012542				
HED_0012543	2	Data-source-type	Data-property	hedId=HED_0012543	The type of place, person, or thing from which the data comes or can be obtained.			
HED_0012544	3	Computed-feature	Data-source-type	hedId=HED_0012544	A feature computed from the data by a tool. This tag should be grouped with a label of the form Toolname_propertyName.			
HED_0012545	3	Computed-prediction	Data-source-type	hedId=HED_0012545	A computed extrapolation of known data.			
HED_0012546	3	Expert-annotation	Data-source-type	hedId=HED_0012546	An explanatory or critical comment or other in-context information provided by an authority.			
HED_0012547	3	Instrument-measurement	Data-source-type	hedId=HED_0012547	Information obtained from a device that is used to measure material properties or make other observations.			
HED_0012548	3	Observation	Data-source-type	hedId=HED_0012548	Active acquisition of information from a primary source. Should be grouped with a label of the form AgentID_featureName.			
HED_0012549	2	Data-value	Data-property	hedId=HED_0012549	Designation of the type of a data item.			
HED_0012550	3	Categorical-value	Data-value	hedId=HED_0012550	Indicates that something can take on a limited and usually fixed number of possible values.			
HED_0012551	4	Categorical-class-value	Categorical-value	hedId=HED_0012551	Categorical values that fall into discrete classes such as true or false. The grouping is absolute in the sense that it is the same for all participants.			
HED_0012552	5	All	Categorical-class-value	relatedTag=Some, relatedTag=None, hedId=HED_0012552	To a complete degree or to the full or entire extent.			
HED_0012553	5	Correct	Categorical-class-value	relatedTag=Wrong, hedId=HED_0012553	Free from error. Especially conforming to fact or truth.			
HED_0012554	5	Explicit	Categorical-class-value	relatedTag=Implicit, hedId=HED_0012554	Stated clearly and in detail, leaving no room for confusion or doubt.			
HED_0012555	5	FALSE	Categorical-class-value	relatedTag=True, hedId=HED_0012555	Not in accordance with facts, reality or definitive criteria.			
HED_0012556	5	Implicit	Categorical-class-value	relatedTag=Explicit, hedId=HED_0012556	Implied though not plainly expressed.			
HED_0012557	5	Invalid	Categorical-class-value	relatedTag=Valid, hedId=HED_0012557	Not allowed or not conforming to the correct format or specifications.			
HED_0012558	5	None	Categorical-class-value	relatedTag=All, relatedTag=Some, hedId=HED_0012558	No person or thing, nobody, not any.			
HED_0012559	5	Some	Categorical-class-value	relatedTag=All, relatedTag=None, hedId=HED_0012559	At least a small amount or number of, but not a large amount of, or often.			
HED_0012560	5	TRUE	Categorical-class-value	relatedTag=False, hedId=HED_0012560	Conforming to facts, reality or definitive criteria.			
HED_0012561	5	Unknown	Categorical-class-value	relatedTag=Invalid, hedId=HED_0012561	The information has not been provided.			
HED_0012562	5	Valid	Categorical-class-value	relatedTag=Invalid, hedId=HED_0012562	Allowable, usable, or acceptable.			
HED_0012563	5	Wrong	Categorical-class-value	relatedTag=Correct, hedId=HED_0012563	Inaccurate or not correct.			
HED_0012564	4	Categorical-judgment-value	Categorical-value	hedId=HED_0012564	Categorical values that are based on the judgment or perception of the participant such familiar and famous.			
HED_0012565	5	Abnormal	Categorical-judgment-value	relatedTag=Normal, hedId=HED_0012565	Deviating in any way from the state, position, structure, condition, behavior, or rule which is considered a norm.			
HED_0012566	5	Asymmetrical	Categorical-judgment-value	relatedTag=Symmetrical, hedId=HED_0012566	Lacking symmetry or having parts that fail to correspond to one another in shape, size, or arrangement.			
HED_0012567	5	Audible	Categorical-judgment-value	relatedTag=Inaudible, hedId=HED_0012567	A sound that can be perceived by the participant.			
HED_0012568	5	Complex	Categorical-judgment-value	relatedTag=Simple, hedId=HED_0012568	Hard, involved or complicated, elaborate, having many parts.			
HED_0012569	5	Congruent	Categorical-judgment-value	relatedTag=Incongruent, hedId=HED_0012569	Concordance of multiple evidence lines. In agreement or harmony.			
HED_0012570	5	Constrained	Categorical-judgment-value	relatedTag=Unconstrained, hedId=HED_0012570	Keeping something within particular limits or bounds.			
HED_0012571	5	Disordered	Categorical-judgment-value	relatedTag=Ordered, hedId=HED_0012571	Not neatly arranged. Confused and untidy. A structural quality in which the parts of an object are non-rigid.			
HED_0012572	5	Familiar	Categorical-judgment-value	relatedTag=Unfamiliar, relatedTag=Famous, hedId=HED_0012572	Recognized, familiar, or within the scope of knowledge.			
HED_0012573	5	Famous	Categorical-judgment-value	relatedTag=Familiar, relatedTag=Unfamiliar, hedId=HED_0012573	A person who has a high degree of recognition by the general population for his or her success or accomplishments. A famous person.			
HED_0012574	5	Inaudible	Categorical-judgment-value	relatedTag=Audible, hedId=HED_0012574	A sound below the threshold of perception of the participant.			
HED_0012575	5	Incongruent	Categorical-judgment-value	relatedTag=Congruent, hedId=HED_0012575	Not in agreement or harmony.			
HED_0012576	5	Involuntary	Categorical-judgment-value	relatedTag=Voluntary, hedId=HED_0012576	An action that is not made by choice. In the body, involuntary actions (such as blushing) occur automatically, and cannot be controlled by choice.			
HED_0012577	5	Masked	Categorical-judgment-value	relatedTag=Unmasked, hedId=HED_0012577	Information exists but is not provided or is partially obscured due to security,  privacy, or other concerns.			
HED_0012578	5	Normal	Categorical-judgment-value	relatedTag=Abnormal, hedId=HED_0012578	Being approximately average or within certain limits. Conforming with or constituting a norm or standard or level or type or social norm.			
HED_0012579	5	Ordered	Categorical-judgment-value	relatedTag=Disordered, hedId=HED_0012579	Conforming to a logical or comprehensible arrangement of separate elements.			
HED_0012580	5	Simple	Categorical-judgment-value	relatedTag=Complex, hedId=HED_0012580	Easily understood or presenting no difficulties.			
HED_0012581	5	Symmetrical	Categorical-judgment-value	relatedTag=Asymmetrical, hedId=HED_0012581	Made up of exactly similar parts facing each other or around an axis. Showing aspects of symmetry.			
HED_0012582	5	Unconstrained	Categorical-judgment-value	relatedTag=Constrained, hedId=HED_0012582	Moving without restriction.			
HED_0012583	5	Unfamiliar	Categorical-judgment-value	relatedTag=Familiar, relatedTag=Famous, hedId=HED_0012583	Not having knowledge or experience of.			
HED_0012584	5	Unmasked	Categorical-judgment-value	relatedTag=Masked, hedId=HED_0012584	Information is revealed.			
HED_0012585	5	Voluntary	Categorical-judgment-value	relatedTag=Involuntary, hedId=HED_0012585	Using free will or design; not forced or compelled; controlled by individual volition.			
HED_0012586	4	Categorical-level-value	Categorical-value	hedId=HED_0012586	Categorical values based on dividing a continuous variable into levels such as high and low.			
HED_0012587	5	Cold	Categorical-level-value	relatedTag=Hot, hedId=HED_0012587	Having an absence of heat.			
HED_0012588	5	Deep	Categorical-level-value	relatedTag=Shallow, hedId=HED_0012588	Extending relatively far inward or downward.			
HED_0012589	5	High	Categorical-level-value	relatedTag=Low, relatedTag=Medium, hedId=HED_0012589	Having a greater than normal degree, intensity, or amount.			
HED_0012590	5	Hot	Categorical-level-value	relatedTag=Cold, hedId=HED_0012590	Having an excess of heat.			
HED_0012591	5	Large	Categorical-level-value	relatedTag=Small, hedId=HED_0012591	Having a great extent such as in physical dimensions, period of time, amplitude or frequency.			
HED_0012592	5	Liminal	Categorical-level-value	relatedTag=Subliminal, relatedTag=Supraliminal, hedId=HED_0012592	Situated at a sensory threshold that is barely perceptible or capable of eliciting a response.			
HED_0012593	5	Loud	Categorical-level-value	relatedTag=Quiet, hedId=HED_0012593	Having a perceived high intensity of sound.			
HED_0012594	5	Low	Categorical-level-value	relatedTag=High, hedId=HED_0012594	Less than normal in degree, intensity or amount.			
HED_0012595	5	Medium	Categorical-level-value	relatedTag=Low, relatedTag=High, hedId=HED_0012595	Mid-way between small and large in number, quantity, magnitude or extent.			
HED_0012596	5	Negative	Categorical-level-value	relatedTag=Positive, hedId=HED_0012596	Involving disadvantage or harm.			
HED_0012597	5	Positive	Categorical-level-value	relatedTag=Negative, hedId=HED_0012597	Involving advantage or good.			
HED_0012598	5	Quiet	Categorical-level-value	relatedTag=Loud, hedId=HED_0012598	Characterizing a perceived low intensity of sound.			
HED_0012599	5	Rough	Categorical-level-value	relatedTag=Smooth, hedId=HED_0012599	Having a surface with perceptible bumps, ridges, or irregularities.			
HED_0012600	5	Shallow	Categorical-level-value	relatedTag=Deep, hedId=HED_0012600	Having a depth which is relatively low.			
HED_0012601	5	Small	Categorical-level-value	relatedTag=Large, hedId=HED_0012601	Having a small extent such as in physical dimensions, period of time, amplitude or frequency.			
HED_0012602	5	Smooth	Categorical-level-value	relatedTag=Rough, hedId=HED_0012602	Having a surface free from bumps, ridges, or irregularities.			
HED_0012603	5	Subliminal	Categorical-level-value	relatedTag=Liminal, relatedTag=Supraliminal, hedId=HED_0012603	Situated below a sensory threshold that is imperceptible or not capable of eliciting a response.			
HED_0012604	5	Supraliminal	Categorical-level-value	relatedTag=Liminal, relatedTag=Subliminal, hedId=HED_0012604	Situated above a sensory threshold that is perceptible or capable of eliciting a response.			
HED_0012605	5	Thick	Categorical-level-value	relatedTag=Thin, hedId=HED_0012605	Wide in width, extent or cross-section.			
HED_0012606	5	Thin	Categorical-level-value	relatedTag=Thick, hedId=HED_0012606	Narrow in width, extent or cross-section.			
HED_0012607	4	Categorical-location-value	Categorical-value	hedId=HED_0012607	Value indicating the location of something, primarily as an identifier rather than an expression of where the item is relative to something else.			
HED_0012608	5	Anterior	Categorical-location-value	hedId=HED_0012608	Relating to an item on the front of an agent body (from the point of view of the agent) or on the front of an object from the point of view of an agent. This pertains to the identity of an agent or a thing.			
HED_0012609	5	Lateral	Categorical-location-value	hedId=HED_0012609	Identifying the portion of an object away from the midline, particularly applied to the (anterior-posterior, superior-inferior) surface of a brain.			
HED_0012610	5	Left	Categorical-location-value	hedId=HED_0012610	Relating to an item on the left side of an agent body (from the point of view of the agent) or the left side of an object from the point of view of an agent. This pertains to the identity of an agent or a thing, for example (Left, Hand) as an identifier for the left hand. HED spatial relations should be used for relative positions such as (Hand, (Left-side-of, Keyboard)), which denotes the hand placed on the left side of the keyboard, which could be either the identified left hand or right hand.			
HED_0012611	5	Medial	Categorical-location-value	hedId=HED_0012611	Identifying the portion of an object towards the center, particularly applied to the (anterior-posterior, superior-inferior) surface of a brain.			
HED_0012612	5	Posterior	Categorical-location-value	hedId=HED_0012612	Relating to an item on the back of an agent body (from the point of view of the agent) or on the back of an object from the point of view of an agent. This pertains to the identity of an agent or a thing.			
HED_0012613	5	Right	Categorical-location-value	hedId=HED_0012613	Relating to an item on the right side of an agent body (from the point of view of the agent) or the right side of an object from the point of view of an agent. This pertains to the identity of an agent or a thing, for example (Right, Hand) as an identifier for the right hand. HED spatial relations should be used for relative positions such as (Hand, (Right-side-of, Keyboard)), which denotes the hand placed on the right side of the keyboard, which could be either the identified left hand or right hand.			
HED_0012614	4	Categorical-orientation-value	Categorical-value	hedId=HED_0012614	Value indicating the orientation or direction of something.			
HED_0012615	5	Backward	Categorical-orientation-value	relatedTag=Forward, hedId=HED_0012615	Directed behind or to the rear.			
HED_0012616	5	Downward	Categorical-orientation-value	relatedTag=Leftward, relatedTag=Rightward, relatedTag=Upward, hedId=HED_0012616	Moving or leading toward a lower place or level.			
HED_0012617	5	Forward	Categorical-orientation-value	relatedTag=Backward, hedId=HED_0012617	At or near or directed toward the front.			
HED_0012618	5	Horizontally-oriented	Categorical-orientation-value	relatedTag=Vertically-oriented, hedId=HED_0012618	Oriented parallel to or in the plane of the horizon.			
HED_0012619	5	Leftward	Categorical-orientation-value	relatedTag=Downward, relatedTag=Rightward, relatedTag=Upward, hedId=HED_0012619	Going toward or facing the left.			
HED_0012620	5	Oblique	Categorical-orientation-value	relatedTag=Rotated, hedId=HED_0012620	Slanting or inclined in direction, course, or position that is neither parallel nor perpendicular nor right-angular.			
HED_0012621	5	Rightward	Categorical-orientation-value	relatedTag=Downward, relatedTag=Leftward, relatedTag=Upward, hedId=HED_0012621	Going toward or situated on the right.			
HED_0012622	5	Rotated	Categorical-orientation-value	hedId=HED_0012622	Positioned offset around an axis or center.			
HED_0012623	5	Upward	Categorical-orientation-value	relatedTag=Downward, relatedTag=Leftward, relatedTag=Rightward, hedId=HED_0012623	Moving, pointing, or leading to a higher place, point, or level.			
HED_0012624	5	Vertically-oriented	Categorical-orientation-value	relatedTag=Horizontally-oriented, hedId=HED_0012624	Oriented perpendicular to the plane of the horizon.			
HED_0012625	3	Physical-value	Data-value	hedId=HED_0012625	The value of some physical property of something.			
HED_0012626	4	Temperature	Physical-value	hedId=HED_0012626	A measure of hot or cold based on the average kinetic energy of the atoms or molecules in the system.			
HED_0012627	5	Temperature-#	Temperature	takesValue, valueClass=numericClass, unitClass=temperatureUnits, hedId=HED_0012627				
HED_0012628	4	Weight	Physical-value	hedId=HED_0012628	The relative mass or the quantity of matter contained by something.			
HED_0012629	5	Weight-#	Weight	takesValue, valueClass=numericClass, unitClass=weightUnits, hedId=HED_0012629				
HED_0012630	3	Quantitative-value	Data-value	hedId=HED_0012630	Something capable of being estimated or expressed with numeric values.			
HED_0012631	4	Fraction	Quantitative-value	hedId=HED_0012631	A numerical value between 0 and 1.			
HED_0012632	5	Fraction-#	Fraction	takesValue, valueClass=numericClass, hedId=HED_0012632				
HED_0012633	4	Item-count	Quantitative-value	hedId=HED_0012633	The integer count of something which is usually grouped with the entity it is counting. (Item-count/3, A) indicates that 3 of A have occurred up to this point.			
HED_0012634	5	Item-count-#	Item-count	takesValue, valueClass=numericClass, hedId=HED_0012634				
HED_0012635	4	Item-index	Quantitative-value	hedId=HED_0012635	The index of an item in a collection, sequence or other structure. (A (Item-index/3, B)) means that A is item number 3 in B.			
HED_0012636	5	Item-index-#	Item-index	takesValue, valueClass=numericClass, hedId=HED_0012636				
HED_0012637	4	Item-interval	Quantitative-value	hedId=HED_0012637	An integer indicating how many items or entities have passed since the last one of these. An item interval of 0 indicates the current item.			
HED_0012638	5	Item-interval-#	Item-interval	takesValue, valueClass=numericClass, hedId=HED_0012638				
HED_0012639	4	Percentage	Quantitative-value	hedId=HED_0012639	A fraction or ratio with 100 understood as the denominator.			
HED_0012640	5	Percentage-#	Percentage	takesValue, valueClass=numericClass, hedId=HED_0012640				
HED_0012641	4	Ratio	Quantitative-value	hedId=HED_0012641	A quotient of quantities of the same kind for different components within the same system.			
HED_0012642	5	Ratio-#	Ratio	takesValue, valueClass=numericClass, hedId=HED_0012642				
HED_0012643	3	Spatiotemporal-value	Data-value	hedId=HED_0012643	A property relating to space and/or time.			
HED_0012644	4	Rate-of-change	Spatiotemporal-value	hedId=HED_0012644	The amount of change accumulated per unit time.			
HED_0012645	5	Acceleration	Rate-of-change	hedId=HED_0012645	Magnitude of the rate of change in either speed or direction. The direction of change should be given separately.			
HED_0012646	6	Acceleration-#	Acceleration	takesValue, valueClass=numericClass, unitClass=accelerationUnits, hedId=HED_0012646				
HED_0012647	5	Frequency	Rate-of-change	hedId=HED_0012647	Frequency is the number of occurrences of a repeating event per unit time.			
HED_0012648	6	Frequency-#	Frequency	takesValue, valueClass=numericClass, unitClass=frequencyUnits, hedId=HED_0012648				
HED_0012649	5	Jerk-rate	Rate-of-change	hedId=HED_0012649	Magnitude of the rate at which the acceleration of an object changes with respect to time. The direction of change should be given separately.			
HED_0012650	6	Jerk-rate-#	Jerk-rate	takesValue, valueClass=numericClass, unitClass=jerkUnits, hedId=HED_0012650				
HED_0012651	5	Refresh-rate	Rate-of-change	hedId=HED_0012651	The frequency with which the image on a computer monitor or similar electronic display screen is refreshed, usually expressed in hertz.			
HED_0012652	6	Refresh-rate-#	Refresh-rate	takesValue, valueClass=numericClass, hedId=HED_0012652				
HED_0012653	5	Sampling-rate	Rate-of-change	hedId=HED_0012653	The number of digital samples taken or recorded per unit of time.			
HED_0012654	6	Sampling-rate-#	Sampling-rate	takesValue, unitClass=frequencyUnits, hedId=HED_0012654				
HED_0012655	5	Speed	Rate-of-change	hedId=HED_0012655	A scalar measure of the rate of movement of the object expressed either as the distance travelled divided by the time taken (average speed) or the rate of change of position with respect to time at a particular point (instantaneous speed). The direction of change should be given separately.			
HED_0012656	6	Speed-#	Speed	takesValue, valueClass=numericClass, unitClass=speedUnits, hedId=HED_0012656				
HED_0012657	5	Temporal-rate	Rate-of-change	hedId=HED_0012657	The number of items per unit of time.			
HED_0012658	6	Temporal-rate-#	Temporal-rate	takesValue, valueClass=numericClass, unitClass=frequencyUnits, hedId=HED_0012658				
HED_0012659	4	Spatial-value	Spatiotemporal-value	hedId=HED_0012659	Value of an item involving space.			
HED_0012660	5	Angle	Spatial-value	hedId=HED_0012660	The amount of inclination of one line to another or the plane of one object to another.			
HED_0012661	6	Angle-#	Angle	takesValue, unitClass=angleUnits, valueClass=numericClass, hedId=HED_0012661				
HED_0012662	5	Distance	Spatial-value	hedId=HED_0012662	A measure of the space separating two objects or points.			
HED_0012663	6	Distance-#	Distance	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012663				
HED_0012664	5	Position	Spatial-value	hedId=HED_0012664	A reference to the alignment of an object, a particular situation or view of a situation, or the location of an object. Coordinates with respect a specified frame of reference or the default Screen-frame if no frame is given.			
HED_0012665	6	X-position	Position	hedId=HED_0012665	The position along the x-axis of the frame of reference.			
HED_0012666	7	X-position-#	X-position	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012666				
HED_0012667	6	Y-position	Position	hedId=HED_0012667	The position along the y-axis of the frame of reference.			
HED_0012668	7	Y-position-#	Y-position	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012668				
HED_0012669	6	Z-position	Position	hedId=HED_0012669	The position along the z-axis of the frame of reference.			
HED_0012670	7	Z-position-#	Z-position	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012670				
